Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,Unnamed: 15,Unnamed: 16,Temperature_Binned
181,18,46,1.1916705992160244,-0.29268577773250853,128,1.1872879929943878,0.24235232525559655,-0.28261402175283207,0.6921396069845358,1.1998461434798093,0.8687616937079671,84,383,1836,,,Hot
181,19,50,1.2735390279226946,-0.29268577773250853,143,1.3129100163542657,0.32005048455226437,-0.36647559463218143,0.6763825045614789,1.2961728434489264,1.085444352859358,81,386,1777,,,Hot
181,20,43,1.2674746998703488,-0.29268577773250853,114,1.160995011360925,0.16076925799409536,-0.3012499268371319,0.6291111972923077,1.1784402101533389,1.0154055135376963,80,394,1821,,,Hot
181,21,44,1.1279951546663918,-0.29268577773250853,83,0.898065195026297,0.31228066862259757,-0.1459507178012997,0.6685039533499503,0.9900679968803987,0.993518376249677,78,411,1888,,,Hot
181,22,25,0.38208280422784,-0.29268577773250853,287,0.14725449727074802,-0.09951957564974183,0.33858281439049676,0.4557830706386805,0.4549196637186369,0.23184599862660576,73,456,2097,,,Hot
181,23,24,0.5033693652747591,-0.29268577773250853,279,0.05084689794805106,-0.16167810308707609,0.4752461183420291,0.4006332121579809,0.3329058437577552,0.03923919049203602,68,463,2008,,,Hot
192,0,19,0.23653893097153725,-0.29268577773250853,254,-0.2705117664609388,-0.25103098627824405,0.8355402833051598,0.26669784156199616,0.11884651049305053,-0.30220015120106486,64,459,1874,,,Hot
192,1,18,0.12434886200313718,-0.29268577773250853,248,-0.3552335961687634,-0.3209593296452451,0.9628856347145422,0.19579088065823957,0.08031583050540368,-0.46854239459001146,65,439,1779,,,Hot
192,2,15,-0.09699911190748998,-0.29268577773250853,237,-0.5159129283732583,-0.3675782252232458,1.2020464166297238,0.18003377823518255,-0.020292056129007537,-0.7114896184870256,65,436,1757,,,Hot
192,4,0,-0.31531492179194415,-0.29268577773250853,125,-0.7262567814409607,-0.48412546416824753,1.593400423400021,-0.0248085532645588,-0.1273217227613599,-1.0288531091633053,64,426,1694,,,Hot
192,5,9,-0.28196111750404146,-0.29268577773250853,214,-0.6824351453851893,-0.4918952800979143,1.4443131827256221,-0.040565655687615824,-0.086650449441066,-1.0003998306888802,62,431,1688,,,Hot
192,6,9,-0.25163947724231167,-0.29268577773250853,121,-0.7963713991301948,-0.4103122128364131,1.6213542810264707,0.06973406127378336,-0.10591578943488943,-0.8843980030623779,62,470,1894,,,Hot
192,7,13,0.04551259732263983,-0.29268577773250853,239,-0.48669850433607736,-0.20829699866507678,1.1368207488346742,0.2588192903504677,0.1488148171501092,-0.2912565825570552,61,464,1823,,,Hot
192,8,24,0.7611033074994619,-0.29268577773250853,285,0.11804007323356712,0.005372939400759721,0.33237084602906347,0.432147417004095,0.4955909370389308,0.3719236772699292,64,460,1873,,,Hot
192,9,27,0.9066471807557647,-0.29268577773250853,21,0.3020909446678067,-0.08397994379040827,0.12116392174033168,0.34548335367728134,0.636870096993636,0.53169977947247,72,411,1757,,,Hot
192,10,29,1.1401238107710838,-0.29268577773250853,41,0.506591912928073,-0.010166692458573842,-0.05898316074123367,0.38487610973492387,0.7974145969421644,0.8009115681151073,76,403,1790,,,Hot
192,11,31,1.2886998480535594,-0.29268577773250853,39,0.4861418161020464,0.10249563852159449,-0.08383103418696683,0.432147417004095,0.8059769702727526,0.9431779604872327,80,401,1861,,,Hot
192,12,29,1.3372144724723272,-0.29268577773250853,33,0.42187008322024844,0.05199183497876041,-0.04034725565693381,0.3927546609464524,0.7824304436136351,0.9781973801480636,89,380,1905,,,Hot
192,13,29,1.352375292603192,-0.29268577773250853,33,0.4247915256239665,-0.0023968765289070606,0.04351431722241558,0.36911900731186686,0.7353373902954001,0.870950407436769,97,359,1956,,,Hot
192,14,24,0.991547773488608,-0.29268577773250853,289,0.17062603650049274,-0.16944791901674286,0.3261588776676302,0.2745763927735247,0.5234186503633425,0.38943338710034464,116,309,2002,,,Hot
192,15,19,0.7762641276303267,-0.29268577773250853,272,-0.03095348935605544,-0.2859951579617446,0.5746376121249617,0.22730508550435363,0.38856127040657845,-0.10521591560889128,121,303,2049,,,Hot
192,16,18,0.7095565190545213,-0.29268577773250853,263,-0.147811185504779,-0.3481536853990788,0.7485727262450937,0.14064102217754,0.31578109709657887,-0.4575988259460018,121,303,2056,,,Hot
192,17,24,1.0400623979073755,-0.29268577773250853,293,0.21152623015254599,-0.1927573668057432,0.4193384030891295,0.2824549439850532,0.551246363687754,-0.07457392340566428,117,318,2087,,,Hot
192,18,26,1.221992239477754,-0.29268577773250853,40,0.49198470090948254,-0.10340448361457522,0.18949557371609785,0.40851176336950945,0.818820530268635,0.37411239099873117,111,343,2178,,,Hot
192,19,39,1.7708139282150626,-0.29268577773250853,82,0.8893008678151427,0.1801937978182623,-0.18943449633133272,0.6133540948692507,1.1292065635024569,0.9672538115040539,100,396,2358,,,Hot
192,20,43,1.7465566160056787,-0.29268577773250853,80,0.865929328585398,0.23458250932592978,-0.19254048051204936,0.6369897485038363,1.056426390192457,1.021971654724102,97,393,2251,,,Hot
192,21,37,1.473661853650111,-0.29268577773250853,53,0.6234496090767966,0.14522962613476179,-0.031029303114783875,0.5266900315424371,0.9172878235703991,0.7615147209966726,90,418,2273,,,Hot
192,22,26,0.8308430801014403,-0.29268577773250853,295,0.2290548845748545,-0.08397994379040827,0.214343447161831,0.4163903145810379,0.686103743644518,0.32814940269389065,88,434,2346,,,Hot
192,23,24,0.7883927837350186,-0.29268577773250853,285,0.1238829580410033,-0.18110264291124303,0.3416887985712134,0.30609059761963875,0.6004800103386362,0.13335388083051897,85,457,2441,,,Hot
202,0,31,1.2341208955824459,-0.29268577773250853,22,0.30501238707152484,0.024797479224926675,0.12426990592104832,0.38487610973492387,0.6903849303098121,0.49668035981163916,83,466,2462,,,Hot
202,1,24,0.7611033074994619,-0.29268577773250853,270,-0.06601079820067252,-0.13836865529807574,0.4535042290770126,0.25094073913893916,0.39712364373716663,0.1727507279489537,77,489,2464,,,Hot
202,2,18,0.4669833969606833,-0.29268577773250853,258,-0.2091614759828589,-0.3093046057507449,0.6491812324621612,0.20366943186976808,0.2879533837721672,-0.15774504510013757,82,446,2268,,,Hot
202,4,0,0.2062172907098075,-0.29268577773250853,254,-0.2705117664609388,-0.32484423761007847,0.7268308369800772,0.22730508550435363,0.31578109709657887,-0.34378571204830155,80,458,2304,,,Hot
202,5,13,0.039448269270293886,-0.29268577773250853,236,-0.5363630251992849,-0.4413914765550802,1.0591711443167582,0.06185551006225485,0.1488148171501092,-0.6020539320469291,75,486,2374,,,Hot
202,6,8,-0.30925059373959823,-0.29268577773250853,117,-0.8781717864343014,-0.5618236234649153,1.5685525499542878,-0.17450102628360056,-0.003167309467831158,-0.8646995795031606,71,510,2428,,,Hot
202,7,9,0.04854476134881281,-0.29268577773250853,219,-0.606477642888519,-0.3753480411529126,1.0809130335817747,0.030341305216140795,0.21517321046216764,-0.3503518532347073,68,542,2584,,,Hot
202,8,14,0.32143952370438056,-0.29268577773250853,240,-0.46916984991376887,-0.18110264291124303,0.8293283149437265,0.2588192903504677,0.29223457043746137,0.13116516710171705,71,533,2616,,,Hot
202,9,16,0.5185301854056239,-0.29268577773250853,250,-0.32894061453530055,-0.22383663052441033,0.6243333590164281,0.24306218792741066,0.36073355708216687,0.20120400642337877,79,501,2630,,,Hot
202,10,19,0.7641354715256349,-0.29268577773250853,267,-0.0952252222378534,-0.17721773494640963,0.36964265619766323,0.2745763927735247,0.5169968703654013,0.3040735516770694,89,470,2688,,,Hot
202,11,20,0.6974278629498294,-0.29268577773250853,269,-0.0718536830081087,-0.24326117034857728,0.3603247036555133,0.18003377823518255,0.5448245836898129,0.05456018659364953,115,376,2614,,,Hot
202,12,20,0.6610418946357537,-0.29268577773250853,272,-0.033874931759773526,-0.2549158942430775,0.4907760392456123,0.18791232944671105,0.48274737704304854,-0.1511789039137318,120,341,2401,,,Hot
202,13,21,0.5761413019029105,-0.29268577773250853,264,-0.13612541588990665,-0.25880080220791085,0.5777435963056784,0.17215522702365404,0.3778583037433432,-0.33503085713309383,144,296,2332,,,Hot
202,14,15,0.23957109499771023,-0.29268577773250853,242,-0.44579831068402415,-0.46858583230891393,1.0840190177624913,-0.07995841174525839,0.24728211045187334,-0.7990381676391027,150,283,2342,,,Hot
202,15,18,0.5882699580076023,-0.29268577773250853,280,0.06253266756292342,-0.4103122128364131,0.5187298968720622,0.02246275400461228,0.594058230340695,-0.6961686223854121,148,273,2192,,,Hot
202,16,21,0.4821442170915482,-0.29268577773250853,265,-0.1215182038713162,-0.2743404340672444,0.8231163465822933,0.24306218792741066,0.2451415171192263,-0.7180557596734314,139,260,1815,,,Hot
202,17,26,0.7792962916564997,-0.29268577773250853,286,0.12680440044472138,-0.14225356326290914,0.5156239126913454,0.36911900731186686,0.4613414437165781,-0.46635368086120954,120,293,1925,,,Hot
202,18,42,1.5070156579380136,-0.29268577773250853,67,0.7490716324366744,0.017027663295259895,-0.08072505000625019,0.4557830706386805,1.0328798635333396,0.32158326150748484,111,318,1945,,,Hot
202,19,39,1.3705682767602299,-0.29268577773250853,42,0.5153562401392273,0.06364655887326058,0.0869980957524486,0.47941872427326604,0.7546027302892235,0.3390929713379003,104,361,2148,,,Hot
202,20,48,1.685913335482219,-0.29268577773250853,67,0.7549145172441106,0.37832410402476524,-0.08072505000625019,0.6763825045614789,0.9600996902233401,1.4487708318404782,105,349,2070,,,Hot
202,21,31,0.8096179319182295,-0.29268577773250853,295,0.2319763269785726,0.07530128276776075,0.27335714659544724,0.51093292911938,0.6026206036712832,0.6498903208277742,100,371,2147,,,Hot
202,22,21,0.44272608475129954,-0.29268577773250853,276,0.009946704295997812,-0.18110264291124303,0.42865635563127946,0.36911900731186686,0.43351373039216645,0.26905413201623857,96,397,2251,,,Hot
202,23,21,0.4912407091700671,-0.29268577773250853,275,0.004103819488561633,-0.21995172255957693,0.3882785612819631,0.2745763927735247,0.49773153037157786,0.19901529269457682,90,431,2376,,,Hot
213,0,19,0.3396325078614184,-0.29268577773250853,257,-0.2325330152126036,-0.2937649738914114,0.6212273748357113,0.2194265342928251,0.4078266104004019,-0.144612762727326,87,480,2716,,,Hot
213,1,17,0.13950968213400206,-0.29268577773250853,247,-0.3727622505910719,-0.3675782252232458,0.7920565047751268,0.14064102217754,0.3329058437577552,-0.34378571204830155,84,485,2657,,,Hot
213,2,7,-0.46085879504824695,-0.29268577773250853,13,-0.9687365009495621,-0.5657085314297488,1.9319526990981353,-0.1981366799181861,-0.07808807611047781,-1.101080662213769,89,450,2515,,,Hot
213,7,14,0.12434886200313718,-0.29268577773250853,247,-0.3698408081873538,-0.3209593296452451,0.860388156750893,0.14064102217754,0.3136405037639318,-0.6042426457757311,83,456,2373,,,Hot
213,8,40,1.4099864091004786,-0.29268577773250853,93,0.9798655823304034,0.2229277854314296,-0.195646464692766,0.4557830706386805,1.2940322501162793,0.6061160462517357,84,417,2096,,,Hot
213,9,41,1.0006442655671268,-0.29268577773250853,100,1.0441373152122015,0.1763088898534289,-0.26087213248781554,0.447904519427152,1.2212520768062798,0.5732853403197067,100,301,1596,,,Hot
213,10,20,0.07583423758436958,-0.29268577773250853,265,-0.11859676146759812,-0.20829699866507678,0.7361487895222272,0.19579088065823957,0.19804846380099128,-0.44446654357319026,105,264,1447,,,Hot
213,11,18,0.12434886200313718,-0.29268577773250853,269,-0.07769656781554488,-0.17333282698157626,0.7175128844379274,0.22730508550435363,0.25156329711716746,-0.4575988259460018,111,247,1435,,,Hot
213,12,21,0.18499214252659668,-0.29268577773250853,292,0.2027619029413917,-0.18110264291124303,0.47214013416131245,0.25094073913893916,0.39712364373716663,-0.3197098610314803,146,176,1279,,,Hot
213,13,22,0.16073483031721286,-0.29268577773250853,20,0.2904051750529344,-0.2393762623837439,0.4969880076070456,0.22730508550435363,0.4442166970554017,-0.42039069255636907,149,161,1220,,,Hot
213,14,25,0.15467050226486692,-0.29268577773250853,28,0.3692841199533228,-0.13836865529807574,0.4876700550648957,0.3218477000426958,0.4613414437165781,-0.33503085713309383,149,141,1082,,,Hot
213,15,24,0.13647751810782907,-0.29268577773250853,23,0.31669815668639717,-0.1500233791925759,0.528047849414212,0.3218477000426958,0.3907018637392255,-0.3547292806923112,149,148,1120,,,Hot
4,1,27,0.39421146033253196,-0.29268577773250853,289,0.16478315169305655,-0.1539082871574093,0.09631604829459853,0.20366943186976808,0.7117908636362826,0.7615147209966726,99,563,3540,,,Hot
4,2,18,-0.006034191122300739,-0.29268577773250853,261,-0.179947051945678,-0.32484423761007847,0.4472922607155793,0.10124826611989741,0.54696517702246,0.23184599862660576,91,582,3464,,,Hot
4,4,0,-0.5063412554408416,-0.29268577773250853,218,-0.6123205276959552,-0.519089635851748,1.052959175955325,-0.12722971901442948,0.21517321046216764,-0.6611492027245812,88,579,3356,,,Hot
4,5,7,-0.579113192068993,-0.29268577773250853,122,-0.7905285143227587,-0.5618236234649153,1.2734840527862066,-0.2060152311297146,0.09101879716863892,-0.945681987468832,93,551,3308,,,Hot
4,6,8,-0.5275664036240524,-0.29268577773250853,214,-0.6882780301926256,-0.538514175675915,1.1958344482682906,-0.18237957749512906,0.12954947715628576,-0.9062851403503973,93,549,3313,,,Hot
4,7,14,-0.11215993203835485,-0.29268577773250853,261,-0.179947051945678,-0.3636933172584124,0.3758546245590965,0.06973406127378336,0.5148562770327543,-0.24748230798101667,95,545,3335,,,Hot
4,8,17,3.013693004521042e-05,-0.29268577773250853,261,-0.17118272473452373,-0.3481536853990788,0.40691446636626294,0.11700536854295444,0.47846619037775445,-0.16212247255774143,103,500,3266,,,Hot
4,9,20,0.24866758707622916,-0.29268577773250853,284,0.10927574602241286,-0.25103098627824405,0.18328360535466456,0.2194265342928251,0.6454324703242241,0.1596184455761421,120,426,3192,,,Hot
4,10,24,0.2153137827883264,-0.29268577773250853,284,0.10635430361869476,-0.1966422747705766,0.2826750991375972,0.24306218792741066,0.5576681436856952,-0.008912511541606412,152,341,3033,,,Hot
4,11,21,0.2062172907098075,-0.29268577773250853,288,0.1501759396744661,-0.24714607831341068,0.35411273529408,0.2194265342928251,0.5683711103489304,-0.13148048035451443,182,247,2837,,,Hot
4,12,22,0.18499214252659668,-0.29268577773250853,288,0.15601882448190227,-0.2626857101727442,0.32926486184834686,0.2194265342928251,0.5148562770327543,-0.18400960984576073,196,199,2555,,,Hot
4,13,15,-0.2637681333470036,-0.29268577773250853,257,-0.22961157280888553,-0.4025423969067463,0.7734205996908269,0.06185551006225485,0.2087514304642265,-0.759641320520668,192,195,2367,,,Hot
4,14,15,-0.2607359693208306,-0.29268577773250853,261,-0.1741041671382418,-0.42585184469574666,0.7268308369800772,0.07761261248531187,0.2215949904601088,-0.9172287089944069,184,228,2624,,,Hot
4,15,20,0.0030623009562181854,-0.29268577773250853,288,0.15601882448190227,-0.34426877743424544,0.4131264347276962,0.18791232944671105,0.412107797065696,-0.7071121910294217,197,183,2334,,,Hot
4,16,22,0.01215879303473711,-0.29268577773250853,279,0.04792545554433297,-0.2743404340672444,0.47835210252274574,0.2588192903504677,0.45277907038598986,-0.6392620654365619,191,215,2641,,,Hot
4,17,20,-0.012098519174646688,-0.29268577773250853,279,0.04500401314061488,-0.3093046057507449,0.4752461183420291,0.29033349519658175,0.44207610372275463,-0.7683961754358758,173,252,2634,,,Hot
4,18,27,0.22744243889301832,-0.29268577773250853,26,0.3459125807235781,-0.21218190662991016,0.16775368445108135,0.36124045610033834,0.6090423836692244,-0.5298263789964655,159,269,2430,,,Hot
4,19,44,0.8520682282846511,-0.29268577773250853,63,0.7169357659957755,0.10249563852159449,-0.11178489181341662,0.5739613388116082,0.8316640902645173,0.19026043777936913,143,308,2424,,,Hot
4,20,31,0.36995414812314814,-0.29268577773250853,24,0.32546248389755145,-0.04901577210690775,0.12426990592104832,0.42426886579256645,0.6047611970039303,0.028295621848026378,116,397,2842,,,Hot
4,21,22,0.10918804187227231,-0.29268577773250853,290,0.17354747890421082,-0.2316064464540771,0.2205554155232643,0.3297262512542243,0.5662305170162834,-0.2277838844217993,104,435,2827,,,Hot
4,22,40,0.9369688210174945,-0.29268577773250853,64,0.7286215356106478,0.059761650908427194,-0.21117638559634924,0.447904519427152,0.9836462168824576,0.5864176226925183,100,456,2892,,,Hot
4,23,41,1.0188372497241647,-0.29268577773250853,49,0.5825494154247434,0.08307109869742754,-0.09314898672911676,0.5582042363885511,0.8081175636053997,0.4375850891339871,102,465,3005,,,Hot
16,0,26,0.35782549201845626,-0.29268577773250853,280,0.05668978275548724,-0.24714607831341068,0.2516152573304307,0.3218477000426958,0.4442166970554017,0.33033811642269256,98,473,2973,,,Hot
16,1,20,0.06976990953202362,-0.29268577773250853,275,-0.0017390653188745456,-0.359808409293579,0.30441698840261366,0.12488391975448296,0.5448245836898129,0.3128284065922771,97,484,2998,,,Hot
16,2,10,-0.336540069975155,-0.29268577773250853,251,-0.30849051770927394,-0.5074349119572479,0.6025914697514115,-0.0248085532645588,0.30935931709863773,-0.2431048805234128,90,502,2952,,,Hot
16,4,0,-0.5912418481736849,-0.29268577773250853,216,-0.6561421637517265,-0.5540538075352486,1.0747010652203415,-0.18237957749512906,0.14667422381746215,-0.63707335170776,74,538,2767,,,Hot
16,5,7,-0.7094962451944309,-0.29268577773250853,122,-0.7788427447078863,-0.5268594517814148,1.295225942051223,-0.16662247507207203,0.07389405050746253,-0.6261297830637503,73,532,2661,,,Hot
16,6,8,-0.5548558798596092,-0.29268577773250853,219,-0.6006347580810829,-0.4336216606254134,1.0653831126781914,-0.10359406537984393,0.13811185048687397,-0.4554101122171999,57,582,2550,,,Hot
16,7,9,-0.41840849868182534,-0.29268577773250853,244,-0.4195053290505613,-0.46858583230891393,0.7485727262450937,-0.09571551416831542,0.27082863711099087,-0.34597442577710347,69,542,2628,,,Hot
16,8,14,-0.18493186866650627,-0.29268577773250853,255,-0.2588259968460664,-0.3170744216804117,0.484564070884179,0.07761261248531187,0.3778583037433432,-0.07676263713446621,86,496,2785,,,Hot
16,9,16,-0.009066355148473714,-0.29268577773250853,265,-0.1273610886787524,-0.289880065926578,0.3882785612819631,0.1485195733890685,0.4356543237248135,-0.14680147645612793,103,444,2892,,,Hot
16,10,18,0.10918804187227231,-0.29268577773250853,281,0.0683755523703596,-0.3093046057507449,0.29509903586046377,0.16427667581212552,0.5298404303612836,-0.2277838844217993,149,327,2820,,,Hot
16,11,15,-0.12428858814304676,-0.29268577773250853,257,-0.22961157280888553,-0.35203859336391224,0.6833470584500443,0.10912681733142593,0.2986563504354025,-0.6261297830637503,172,244,2483,,,Hot
16,12,15,-0.13641724424773866,-0.29268577773250853,258,-0.21500436079029506,-0.3753480411529126,0.7330428053415106,0.07761261248531187,0.2537038904498145,-0.7574526067918661,179,220,2352,,,Hot
16,13,13,-0.3062184297134252,-0.29268577773250853,244,-0.41074100183940704,-0.4064273048715797,0.903871935280926,0.04609840763919782,0.09529998383393301,-0.8165478774695182,180,207,2225,,,Hot
16,14,14,-0.06970963567193321,-0.29268577773250853,264,-0.13904685829362476,-0.38311785708257934,0.667817137546461,0.11700536854295444,0.2729692304436379,-0.7837171715374892,182,197,2130,,,Hot
16,15,17,-0.006034191122300739,-0.29268577773250853,266,-0.10398954944900768,-0.29764988185624475,0.4752461183420291,0.20366943186976808,0.3136405037639318,-0.6523943478093736,175,223,2303,,,Hot
16,16,13,-0.09396694788131701,-0.29268577773250853,251,-0.3055690753055558,-0.38700276504741277,0.7827385522329768,0.06973406127378336,0.11028413716246234,-0.8646995795031606,195,161,1947,,,Hot
16,17,21,0.3366003438352454,-0.29268577773250853,291,0.18231180611536507,-0.1461384712277425,0.2764631307761639,0.3769975585233954,0.5255592436959895,-0.24967102170981859,181,203,2204,,,Hot
16,18,26,0.6671062226880997,-0.29268577773250853,35,0.4452416224499931,-0.09563466768490844,0.04351431722241558,0.4400259682156235,0.7053690836383415,0.22965728489780385,162,273,2571,,,Hot
16,19,37,1.0461267259597216,-0.29268577773250853,54,0.6322139362879509,0.15688435002926196,-0.18322252796989943,0.51093292911938,0.9879274035477517,0.6849097404886051,148,355,3068,,,Hot
16,20,29,0.7368459952900781,-0.29268577773250853,23,0.31669815668639717,0.005372939400759721,-0.0186053663919173,0.3927546609464524,0.7738680702830469,0.4113205243883639,125,429,3314,,,Hot
16,21,25,0.4942728731962401,-0.29268577773250853,293,0.2086047877488279,-0.0645554039662413,0.13979982682463155,0.3297262512542243,0.64115128365893,0.14867487693213247,120,401,3003,,,Hot
16,22,26,0.266860571233267,-0.29268577773250853,18,0.26411219341947156,0.009257847365593111,0.19570754207753113,0.4715401730617375,0.4613414437165781,0.15305230438973633,120,306,2052,,,Hot
16,23,22,0.09402722174140743,-0.29268577773250853,279,0.04500401314061488,-0.06067049600140792,0.397596513824113,0.4951758266963231,0.33504643709040227,-0.10083848815128743,117,321,2134,,,Hot
26,0,18,-0.054548815541068336,-0.29268577773250853,267,-0.0981466646415715,-0.2782253420320778,0.33547683020978014,0.2824549439850532,0.30507813043334364,-0.328464715946688,106,373,2328,,,Hot
26,1,9,-0.4002155145247875,-0.29268577773250853,213,-0.702885242211216,-0.5113198199220812,1.1616686222804073,-0.04844420689914434,0.04820693051569797,-0.9413045600112281,102,426,2715,,,Hot
26,2,7,-0.4881482712838037,-0.29268577773250853,118,-0.866486016819429,-0.5540538075352486,1.3449216889426894,-0.150865372649015,0.011816843860698173,-1.0397966778073149,90,501,2943,,,Hot
26,4,0,-0.5245342395978795,-0.29268577773250853,11,-1.0154795794090516,-0.5579387155000819,1.4318892460027555,-0.1981366799181861,-0.086650449441066,-1.0288531091633053,86,494,2773,,,Hot
26,5,8,-0.25770380529465764,-0.29268577773250853,220,-0.5772632188513381,-0.41808202876607986,0.8448582358473098,-0.009051450841501772,0.2665474504456968,-0.5648457986572963,84,523,2919,,,Hot
26,6,15,0.29718221149499674,-0.29268577773250853,278,0.03331824352574252,-0.0645554039662413,0.06215022230671544,0.17215522702365404,0.6325889103283419,0.33033811642269256,86,538,3073,,,Hot
